text,sentiment
i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,-1
_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!,1
Wake Up..... Please.,-1
" Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",1
 im sorry,-1
 lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,-1
These messages are teasing me! It isnt fair.,-1
 ack! I just read about your show  that`s horrible!!! No accounting for taste.,-1
" ... thx for ur msg, so awesome!  luv the new single! xoxo",1
 last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,1
 and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,1
5500 words and counting.  My hands hurt,-1
_ When they don`t pop well. I feel lousier after playing those.,-1
 Hi x Your websites soo cool i love using it  Thank you,1
 pretty soon gonna have to unfollow myself from _words to cut the quickly growing 'habit' ... but I do love the challenge!,1
OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,-1
i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,-1
 not happy,-1
I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,1
But on the bright side...no school,1
I have turned into a fast food ****,-1
I hate not getting e-mail`s  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,-1
Now I am depressed after watching so you think you can dance,-1
misses Nanny.,-1
thinks castles are fun,1
I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,-1
" Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",-1
Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,-1
" Yes, have to be right for church",1
hm...still workin on my contract.hmm...i`m feelin awful..,-1
I totally forgot my phone at home this morning,-1
 Proud 17-year-old here that loves The Carpenters!!!,1
feels sick to my stomach and idkk whyy,-1
 so cute you twitting in potuguese!,1
 ew.  sorry zach,-1
 http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,-1
i hate it when my bff is groundedd  boooooooooo,-1
" The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",1
getting ready to see my cousins graduate.  gonna miss em.,-1
 **** i shouldnt have left!,-1
_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,-1
"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",1
" I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",1
Not made it to work  couldn`t get up feelin blurgh,-1
My throat hurts and I can`t sleep.,-1
im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,-1
The rain outside motivates me to sleep.,1
 HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',1
..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,1
"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",1
"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",-1
thanks do the invite though,1
 YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,1
"_Brown Thank you so much Natalie, hope u are well",1
" Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",-1
" That didn`t work, unfortunately.",-1
get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,1
 Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,1
What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,-1
Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,-1
 Aw it says the pic doesn`t exist anymore,-1
"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",-1
my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,1
home alone and no one left me any gummy bears,-1
back from melly`s party... i had fun...  i`m sleepy now...,1
 Haha...YAY!!! I`M CURED!!!!,1
"Sick, sick, sick. This sucks. i can`t even breathe properly",-1
Adding names to my Twitter account and learning how to use this amazing thing!,1
 ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,1
Booo my best friend is leavin for the weekend. What ever will I do without her??,-1
OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,1
" Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",-1
i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,1
"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",-1
UGH BUT I N33D T0G0 BAD..,-1
 Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!,1
 unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,-1
tonight was a very bad night,-1
all mom`s in the world congratulations,1
" but better hurry, so you wouldn`t be labeled as copycats",1
is SOOOOO hungry right now! Should`ve eaten before this wedding.,-1
 welcome to twitter my friend,1
at    Happy mother`s dayyy Deniseee <3,1
"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",-1
"has anyone else seen this? the  DM notification email says 'reply on we web.' i am all for cool accents, but it`s weird online",-1
"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",1
 I`m straining to hear but it`s very hard from all the way over here.,-1
 awwwh u stuck in traffic  booo!,-1
" Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!",1
living it up at empire hotel...free bottle service. it ROCKS having connections,1
" same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",1
    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,1
I still miss him... And i dont think he`s coming back,-1
" dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",1
"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",-1
I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,1
" A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",1
Spilled chocolate milk in my car,-1
 plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,-1
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",-1
 Shop smart.  Shop S Mart.,1
 That is INCREDIBLY sweet!!!! What a good Hubby...,1
 caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,-1
Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,-1
 Good to hear... several of my peeps are working tonight...,1
 I hope so too.  How are you?,1
"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",1
 aww  but we miss you here in the USA.,-1
Its seriously quiet and lonely here without Bunny,-1
OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,1
still freakin out about missing the game!!!  #jonasnewsongs,-1
 no worries,1
So sad I`m going to miss seeing Pennywise again this year,-1
 haha. Thanks Shannon.  3 out of 5 boats got first.,1
 Even IE8 would be better,1
 she lookd soo freaked out!!poor wee thing,-1
omgoodness FINALLY back from dinner with the fam bam!,1
"is happy  and clean, squeaky clean",1
"sickkk, it`s been two days since summer started and it suck already!",-1
i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,-1
Have a happy Friday and weekend everyone .. TGIF for me is nothing,1
Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,1
"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",-1
Missing Nate more than usual tonight,-1
Birthday tomorrow. Doing jack **** all weekend,-1
How Come I Can Never Sleep Past?? Not Good,-1
Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,1
"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",1
"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",1
hi  godd day eweryone im in a reel good mood to day,1
 It takes a big man to type a sad tweet like that!,-1
 I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,-1
 Big Thanks Melody!  Gotta love that sunshine-lots of vit D,1
i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,1
Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,1
" loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",1
 awww such a sweetie. hope your mom has a wonderful mother`s day too,1
 It`s a great movie - My best is the Welsh flatmate,1
" I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",-1
 Im sad i cant go. it makes me sad,-1
so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,1
 oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,-1
 i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,1
feeling so great!,1
AHHHHHHHH!I can`t get miley to notice me......,-1
"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",1
I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,1
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,1
_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,-1
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",-1
 HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,1
" Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",1
But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,1
Getting the FAB portraits ready to upload today,1
 You have DSL? Welcome to 2009!,1
Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,-1
its too hot in my room. i wanna go swimming.,-1
 http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,1
It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,-1
 took my forum access away   fail.,-1
" hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",1
the day goes on and on...i think im gonna write a song about it! still thinking itÃÂ¯ÃÂ¿ÃÂ½s impossible for me to get a true friend  why????,-1
"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",1
" very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",1
I took my antibiotics and I still feel like ****,-1
...Nomore adventure time,-1
"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",1
"Laura`s gone for the weekend, I miss her already!",-1
had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,1
Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,-1
LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,-1
"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",1
5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,1
stupid wireless!!,-1
" HAHAAH! Crys, you blowing the fuses is a typical move",-1
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",-1
" We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",-1
Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,-1
" ha ha, no, will be thankful i am not dragging them up a mountain today",1
"Had a great time with mpix shootout, just great  thanks mpix...",1
"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",1
sad ending to the softball season.,-1
Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,1
Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,-1
Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,1
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,1
@_Freya Good Night,1
. very much enjoyed your 'whats in a name' article,1
4 hours till Mothers Day Party  Yeah!,1
eating my roommate`s cereal. sorry bro,-1
 Good news about the tooth!,1
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",-1
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),1
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,1
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,1
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,1
Happy Mother`s Day everyone,1
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",1
 thanks so much for the belated #followfriday shout out #payingitforward,1
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,1
" **** brah, u not happy?",-1
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,1
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,1
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,-1
" I keep trying to invite  out, but I think she`s afraid of me.",-1
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,1
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,-1
 Which denomination? I`m at the library and everything`s blocked.,-1
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,1
" Hey, sorry I got off last night!",-1
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,1
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",-1
Good episode of Top Gear tonight.,1
awhile ago it freaking hot! now it`s wet  turn off!,-1
" ta babe, you know me i do love your curried",1
 so sad i have to pay $60,-1
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,-1
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",1
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,-1
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,1
my msn crashes way too much  hmph,-1
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",-1
At social.  just saw G-1.. Awwww,1
hey thanks for the follow  ..,1
Enjoyed Star Trek... More please,1
"I can`t sleep, this is so darn frustrating.",-1
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,-1
I have been awarded my first ever credit card,1
 tts ridiculously sweet of you,1
 so sorry to hear that,-1
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,1
says Happy Mother`s Day to all the Moms out there.,1
" Oh, final msg - Why didn`t you review my boardgame BookchaseÃÂ¯ÃÂ¿ÃÂ½ when you were on telly? We didn`t even get a nice letter..",-1
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",1
 it is my honor,1
Man i am being boring today not tweeting  How are you guys?,-1
Cut my thumb with the saw in small metals   again...,-1
is loving Mortal Combat right now!,1
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,-1
Now I`m depressed again..ugh!!! HELP!!!,-1
My spellingis awful on twiiter,-1
snowbear has finally come out...congrats che and warren,1
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ÃÂ¯ÃÂ¿ÃÂ½,-1
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",1
screw the fact you can`t post LONG updates on twitter,-1
**** awake at 2 am !  i hate sickness,-1
Inspired to blog about something inspirational. Haha.,1
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",1
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,-1
 awwww yur a awesome mother keep up the good work,1
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,-1
ayy fml. nothing is perfect,-1
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",-1
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",1
Listening to Busted - 3AM. I miss them,-1
 Great idea,1
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,1
would some one plese suggest me a great thriller movie,1
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,-1
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,-1
 it is so unfair that all the good rock shows happen only in B`lore and Pune,1
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,1
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",1
Nevermind! Beyonce doesn`t have a Twitter  Haha,1
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,1
" no he sabido nada de ti, this is making me a bit sad I must say!",-1
I missed the math trade,-1
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,1
_queen like it,1
I am going to die tomorrow night.   should be here.,-1
 Nooooo!  Working this weekend,-1
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,1
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",-1
 I work for Disney...not all it`s cracked up ta be.,-1
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,-1
 broken  I can`t c it,-1
hey guys y did the sun make my day gloomy?,-1
texting my friends and being bored...   gosh i hate rain!!,-1
 yup its working. they couldn`t recover anything on it though,-1
rearry rip. Youd never guess what i ate..,-1
  Well I was following you because I think your interesting ... and I was right,1
I`d love too see you were it ,1
_andersen thank you Eric!  glad u appreciate that!,1
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,-1
anyone have tickets to the mtv movie awards? some guy scammed me,-1
nothing to do this evening.. MISSING LIFESTORY,-1
being a computer geek is entertaining.... i think.,1
  I miss you,-1
 that`s a good sentence,1
 D: But it is making people unhappy and I dun like unhappiness,-1
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,-1
studying for this **** econ test,-1
 no problem! i think it`s a great thing to reflect on.,1
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,-1
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",1
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,1
Sleep....take two....this better work!,1
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",-1
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,1
 WOOHOOO very cool see I knew u would get to see her,1
"  Yes,... I blame you all",-1
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",-1
wishes happy mothers` day to all moms out there.,1
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",1
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",1
_Guy Me neither  But itÃÂ¯ÃÂ¿ÃÂ½s getting better,1
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,1
 I`m not sure about this tweet business  Why are the simple things so difficult?,-1
With  walking the streets of Harlem. Home sweet home,1
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,-1
Momma martini went food shopping without me!!!!,-1
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",-1
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,1
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",-1
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,-1
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,-1
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,1
is tired and sad,-1
They`re gone.,-1
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,1
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,-1
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),1
"Won a diamond for my compÃÂ¯ÃÂ¿ÃÂ½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrÃÂ¯ÃÂ¿ÃÂ½al !!",1
 Fighter - Christina Aguilera. LOVE that song,1
 I know it`s against the law... I am a rebel in small things.,1
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",1
 BabyLove em homenagem ao Baby D,1
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,-1
 all ur pic it`s so nice  look so cute..oh!!,1
"watching a film, recovering from my operation",1
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,-1
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,-1
"School is going to be absolutely horrible today. Peace out, `09",-1
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,-1
 sadface,-1
_hand Oops! I completely forgot!,-1
dam i missed hollyoaks 2nite!,-1
 there`s relisting fees when you don`t complete a sale?  that sucks!,-1
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,1
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,-1
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,1
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,1
" did you go to uga? If so, I liked you better before I knew! Ha!",1
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,-1
I`m feel deflated. Ugh. No more dog.,-1
"_grant  Hey Donna, lovely to see you on Twitter.",1
  read something happy?,1
Well that is nice.  Loving the new Friends organiser too.,1
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,1
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,1
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,1
Aaaaaaaa!! I hate **** winshit!!,-1
Ugh i hate not having my car!! i miss you my little ford focus!!!,-1
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",1
is soo in love with beyonce`s song 'smash into you',1
 that sucks,-1
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",1
tweeting from ally court for the last time.... its a sad sad moment,-1
_iddon blerrrrrrrrrrgh. im too hot and all sticky,-1
i feel very ill. i think im dehydrated,-1
I think Steph will enjoy her first Mother`s Day tomorrow.,1
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",1
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,1
 I miss having u as a roommate,-1
 jersey weather - and good on you for the charity drive!,1
 ~ I`m sure that would make Mr. Koons very happy,1
Happy Mother`s day VALK!!,1
would like to have a gaming system,1
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",1
"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",1
Potluck for danielle taking veggie tray. I will miss her,-1
"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",-1
 my  tix are in limbo....as usual  #UPSsucks,-1
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,-1
Why am I having such a hard time falling asleep,-1
"oh kasa, please lose the hair do",-1
 hope u did alright on the final,1
"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",1
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,1
is at home with a pukey boy! Poor little baby,-1
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,1
 let me know how it goes babe  good luck!,1
" Good morning   Been here since 4am, just quiet.  How are you?",1
Amazing night at the drive in,1
Sam can go shoot her self.,-1
Midnight ice-cream weather! So **** bored,-1
 guns and roses baby! yay!  was hopin you would blip.fm it,1
I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.,-1
Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,-1
"Free for all... good nite I mean its a good nite, wateva",1
Pulled in all directions and not knowing where to go,-1
"Yea, someone is getting the best of me.",-1
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,1
using yahoo pipes to combine feeds - doable & reliable I guess,1
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,-1
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",-1
" LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",1
 thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,1
" i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",1
Enjoying the cool breeze at the beach. It helps me relax and unwind.,1
 we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,1
"i cant believe that its already friday! omg, what had i done?!",-1
Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,1
 I love that song! I was starting to think I was the only one that knew that one!    #sameperson,1
sucks that i don`t have a drawing tablet!,-1
Only a month left of high school! Thank God. I am ready for summer,1
#musicmonday Nicest Thing from Kate Nash,1
 lucky e went!  jealous!,-1
not looking forward to driving in this storm.,-1
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",1
 thanks man!  I appreciate it!  You rock sir.,1
want to see him so badly,-1
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,-1
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",-1
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,1
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",1
my day has been so crappy that i just want to cry.,-1
 i have 2 friends going  so jealous,-1
Having a cup of tea  I have a cold so it`s tasting really good!,1
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",1
Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,-1
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,1
 Will have to it`s only across the water and all. Just damned expensive,-1
"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",-1
and so another week begins. this one has got to be better than the last,1
 im following you! im following you! im sorry!  ahhahah i missed you!,-1
_bear i like you,1
ugh i need a job but no one is hiring,-1
I don`t wanna work a 10-hour shift today! I`d rather whisper sweet-nothings into the earpiece of a lady friend`s cellphone.,-1
 Internet 1 drawing 0 ....**** I`m backing up blackberry files which could take hours  then to the drawing preps done,-1
I`m suffering from restless legs and butt syndrome.,-1
 hope you have a nice relaxing day!!! hope your well  wishing you all the best,1
 HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,1
"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",-1
staying home because I`m badass.,1
